
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender
391,391,391,391,391,stevenli,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/stevenli.jpg,/profile/stevenli,Tree Constructor,Ruby,"def TreeConstructor(strArr)
  child = []
  parents = []
  strArr.each do |s|
    a = s.scan(/[0-9]+/)
    child << a[0]
    parents << a[1]
  end
  return false if child.uniq.length != child.length 
  parents.each_with_index do |n, i|
    return false if parents.count(n) > 2 
  end 
  return true
end 
   
# keep this function call here    
puts TreeConstructor(STDIN.gets)",10,0,Male
392,392,392,392,392,Bohdan,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Bohdan.jpg,/profile/Bohdan,Tree Constructor,Ruby,"def TreeConstructor(strArr)
  arr = []
    strArr.each { |pair| arr << pair[1..-2].split("","").map(&:to_i) }  
  child, parent = [], []    
    arr.each do |pair|
      child << pair[0]
      parent << pair[1]
    end
  
    child.each { |el| return false if child.count(el) > 2 }
    parent.each { |el| return false if parent.count(el) > 2 }  
  true
end
   
# keep this function call here    
puts TreeConstructor(STDIN.gets)",10,0,Male
393,393,393,393,393,kmosier,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kmosier.jpg,/profile/kmosier,Tree Constructor,Ruby,"def TreeConstructor(strArr)
  child, parents = [], []
  child_count, parents_count = Hash.new(0), Hash.new(0)
  strArr.each do |a|
     child << a.split(',')[0].slice(/-?\d+/)
     parents << a.split(',')[1].slice(/-?\d+/)
   end
   root = parents - child
   return false if root.size > 1
   parents.each {|x| parents_count[x] += 1 }
   child.each {|x| child_count[x] +=  1}
  #  p parents_count
  #  p child_count
  #p root
   parents_count.each do |k , v|
    # p k.to_s
    #  p ""for #{k} there are #{v}""
    #  p ""number of childs #{child_count[k]}""
    #  p v/ 2.0
    return false if child_count[k] < (v/2.0) unless root.include?(k.to_s)
   end
  return true
end 
puts TreeConstructor(STDIN.gets)",9,0,
394,394,394,394,394,rnelson082,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/rnelson082.jpg,/profile/rnelson082,Tree Constructor,Ruby,"def TreeConstructor(strArr)
    strArr = strArr.map {|s| s.scan(/\d+/).map(&:to_i)}
    child, parent = strArr.map {|a| a = a[0]}, strArr.map {|a| a = a[1]}
    hash_c, hash_p = Hash.new(0), Hash.new(0)
    child.each {|n| hash_c[n] += 1}
    parent.each {|n| hash_p[n] += 1} 
    return false if hash_c.values.any? {|v| v > 1} || hash_p.values.any? {|v| v > 2}
    true
end
   
# keep this function call here    
puts TreeConstructor(STDIN.gets)",10,0,
395,395,395,395,395,Ryanm1234,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Ryanm1234.jpg,/profile/Ryanm1234,Tree Constructor,Ruby,"# can only be one parent value that isn't also a child,
# parents can't have more than 2 children, and children must have only 1 parent
def TreeConstructor(strArr)
    tree_arr = strArr.map { |coords| coords.scan(/\d+/) }
    parents = tree_arr.map { |_, parent| parent }
    children = tree_arr.map { |child, _| child }
    parents.select { |parent| !children.include?(parent) }.uniq.size == 1 &&
    parents.uniq.none? { |parent| parents.count(parent) > 2 } &&
    children.uniq == children
end
   
# keep this function call here    
puts TreeConstructor(STDIN.gets)",10,0,
396,396,396,396,396,junjunparkpark,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/junjunparkpark.jpg,/profile/junjunparkpark,Tree Constructor,Ruby,"def TreeConstructor(strArr)
  tree = Hash.new{|tree,i2| tree[i2] = []}
  strArr.each do |str|
    i1, i2 = str.scan(/d+/)
    tree[i2] << i1
    return false if tree[i2].length > 2 || tree.values.flatten.count(i1) > 1
  end
  true
end
   
# keep this function call here    
puts TreeConstructor(STDIN.gets)",10,0,Female
397,397,397,397,397,emuchynski,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/emuchynski.jpg,/profile/emuchynski,Tree Constructor,Ruby,"def TreeConstructor(strArr)
  
  arr = strArr.join(' ').tr(""()"", """").split(' ')
  children, parents = [], []
  
  (0..arr.length-1).each do |i|
    nums = arr[i].split(',')
    children << nums[0]
    parents << nums[1]
  end
  parents.count { |x| return false if parents.count(x) > 2 }
  children.count { |x| return false if children.count(x) > 1 } 
  return true
end
   
# keep this function call here    
puts TreeConstructor(STDIN.gets)",10,0,Male
398,398,398,398,398,kapilarana,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kapilarana.jpg,/profile/kapilarana,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;
using System.IO;
using System.Linq;


class MainClass {
  public static Dictionary<string,int> pDict = new Dictionary<string,int>();
  public static Dictionary<string,int> cDict = new Dictionary<string,int>();
  public static string[] strSeps = new string[]{""("", "")"", "",""};

  public static bool checkNode(Dictionary<string,int> dict, string str, int limit) {
      int val;
      if (dict.TryGetValue(str, out val)) {
        if (val >= limit) { return false; }
        else {
          dict[str] = val+1;
        }
      } else {
        dict[str] = 1;
      }
      return true;
  }
  public static string TreeConstructor(string[] strArr) {

    // code goes here  
    for (int i = 0; i < strArr.Length; i++) {
      string[] subStr = strArr[i].Split(strSeps, StringSplitOptions.RemoveEmptyEntries);

      bool retVal = checkNode(cDict, subStr[0], 1);
      if (retVal == false) return ""false"";

      retVal = checkNode(pDict, subStr[1], 2);
      if (retVal == false) return ""false"";

      /*int val;
      if (dict.TryGetValue(subStr[1], out val)) {
        if (val >= 2) { return ""false""; }
        else {
          dict[subStr[1]] = val+1;
        }
      } else {
        dict[subStr[1]] = 1;
      }*/

    }
    return ""true"";
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,1,Male
399,399,399,399,399,pedroj0s,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/pedroj0s.jpg,/profile/pedroj0s,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;
using System.Linq;

class MainClass {

  public static string TreeConstructor(string[] strArr) {
    var childs = strArr.ToList().Select(i => i.Split(',')[0].Replace(""("", string.Empty)).ToList();
    var parents = strArr.ToList().Select(i => i.Split(',')[1].Replace("")"", string.Empty)).ToList();
    return childs.Distinct().Count() == strArr.Count() && 
          !parents.GroupBy(p => p).Where(g => g.Count() > 2).Any() ? ""true"" : ""false"";
}

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,Male
400,400,400,400,400,ibrahimkhayal,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ibrahimkhayal.jpg,/profile/ibrahimkhayal,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;

class MainClass {

  public static string TreeConstructor(string[] strArr) {
     var childCounts = new Dictionary<string, int>();
    foreach(string pair in strArr)
    {
      string[] split = pair.Split(',');
      string parent = split[1];

      if(!childCounts.ContainsKey(parent))
      {
        childCounts[parent] = 0;
      }
      childCounts[parent] = childCounts[parent] + 1;
      if(childCounts[parent] > 2)
      {
        return ""false"";
      }
    }
    return ""true"";


  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",9,0,Male
401,401,401,401,401,ApostolosMichail,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ApostolosMichail.jpg,/profile/ApostolosMichail,Tree Constructor,Csharp,"using System;

class MainClass {

        public static string TreeConstructor(string[] strArr)
        {
            for (int i = 0; i < strArr.Length; i++)
            {
                int beParentCounter = 0;
                node nA = new node(strArr[i]);
                for (int j = 0; j < strArr.Length; j++)
                {
                    if (i != j)
                    {
                        node nB = new node(strArr[j]);
                        if (nA.currentNode != nB.currentNode)
                        {
                            if (nA.father == nB.father)
                            {
                                if (beParentCounter == 0)
                                    beParentCounter = 1;

                                beParentCounter = beParentCounter + 1;
                                if (beParentCounter > 2)
                                    return ""false"";
                            }
                        }
                        else
                            return ""false"";
                    }
                }
            }
            return ""true"";
        }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

    class node
    {
        public string father;
        public string currentNode;

        public node(string data)
        {
            string[] dataArr = data.Split(',');
            currentNode = dataArr[0].Replace(""("", """").Replace("")"", """");
            father = dataArr[1].Replace(""("", """").Replace("")"", """");
        }


    }
}",10,0,Male
402,402,402,402,402,alexmi,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/alexmi.jpg,/profile/alexmi,Tree Constructor,Csharp,"using System;
using System.Linq;
using System.Text.RegularExpressions;
using System.Collections.Generic;

class MainClass {

  public static string TreeConstructor(string[] strArr) {
      var nodes = strArr.Select (Parse).ToArray ();

      if (!ParentEligible(nodes))
          return ""false"";

      if (!ChildrenEligible (nodes))
          return ""false"";

      return ""true"";

  }

  private static string[] Parse (string str) {
      var numbers = str.Split (new [] { "","" }, StringSplitOptions.RemoveEmptyEntries);

      return new [] {Regex.Replace (numbers[0], ""[^0-9_.]+"", """", RegexOptions.Compiled),
          Regex.Replace (numbers[1], ""[^0-9_.]+"", """", RegexOptions.Compiled) };
  }

  private static bool ChildrenEligible (string[][] nodes) {
      foreach (var item in nodes) {
          var childrenCount = 0;
          foreach (var oit in nodes) {
              if (item[1] == oit[1]) {
                  childrenCount++;
              }
          }
          if (childrenCount > 2) {
              return false;
          }
      }

      return true;
  }

  private static bool ParentEligible (string[][] nodes) {

      var topItems = new List<string>();
      foreach (var item in nodes) {
          var parentFound = false;
          foreach (var oit in nodes) {
              if (item[1] == oit[0]) {
                  parentFound = true;
              }
          }

          if (!parentFound) {
              topItems.Add(item[1]);
          }
      }

      return topItems.Distinct().Count() == 1;
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,Male
403,403,403,403,403,manishbasantani,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/manishbasantani.jpg,/profile/manishbasantani,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;
using System.ComponentModel;
using System.Diagnostics;
using System.Linq;


class MainClass {

 
		public static string TreeConstructor(string[] strArr)
		{
			var parents = new Dictionary<string,int>();
			var children = new HashSet<string>();
			var isValidBinaryTree = true;

			try
			{

				foreach (var pair in strArr)
				{
					var pairItem = pair.Trim('(').Trim(')');
					var childAndParent = pairItem.Split(',');
					var childItem = childAndParent[0];
					var parentItem = childAndParent[1];
					if (parents.ContainsKey(parentItem))
					{
						parents[parentItem]++;
					}
					else
					{
						parents[parentItem] = 1;
					}
				}
			}
			catch (Exception ex)
			{
				isValidBinaryTree = false;
			}
			isValidBinaryTree = !parents.Values.Any(item => item > 2);
			// code goes here  
			return isValidBinaryTree ? ""true"" : ""false"";

		}


  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",9,0,Male
404,404,404,404,404,SylithVantus,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/SylithVantus.jpg,/profile/SylithVantus,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;

class MainClass {

  public static string TreeConstructor(string[] strArr) 
  {
    var childCounts = new Dictionary<string, int>();
    foreach(string pair in strArr)
    {
      string[] split = pair.Split(',');
      string parent = split[1];

      if(!childCounts.ContainsKey(parent))
      {
        childCounts[parent] = 0;
      }
      childCounts[parent] = childCounts[parent] + 1;
      if(childCounts[parent] > 2)
      {
        return ""false"";
      }
    }
    return ""true"";

  }

  static void Main() 
  {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",9,0,Female
405,405,405,405,405,joepinder,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/joepinder.jpg,/profile/joepinder,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;

class MainClass {

  public static string TreeConstructor(string[] strArr) {

    // code goes here  

    

            Dictionary<string, string> parents = new Dictionary<string, string>();
            Dictionary<string, List<string>> children = new Dictionary<string, List<string>>();


           foreach (var value in strArr)
            {
                var temp = value.Replace(""("", """").Replace( "")"", """").Split(',');
                var temp2 = new Tuple<string, string>(temp[0], temp[1]);
                //values.Add(new Tuple<string, string>(temp[0], temp[1]));

                if (!parents.ContainsKey(temp2.Item1))
                {
                    parents.Add(temp2.Item1, temp2.Item2);
                }
                else
                {
                    return ""false"";
                }

                if (!children.ContainsKey(temp2.Item2))
                {
                    children.Add(temp2.Item2, new List<string>() {temp2.Item1});
                }
                else
                {
                    if (children[temp2.Item2].Count < 2)
                    {
                        children[temp2.Item2].Add(temp2.Item1);
                    }
                    else
                    {
                        return ""false"";
                    }
                }
            }
            return ""true"";
        }

    //return strArr[0];

  



  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,Male
406,406,406,406,406,AliLozzi,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/AliLozzi.jpg,/profile/AliLozzi,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;
using System.Linq;

class MainClass {

  public static string TreeConstructor(string[] strArr) 
  {
    var parentsCount = new Dictionary<uint, uint>();

            var children = new HashSet<uint>();

            return strArr.ToList().Any(s =>
            {
                var pair = s.Trim('(', ')').Split(',');

                var parent = uint.Parse(pair[1]);

                var child = uint.Parse(pair[0]);

                if (!parentsCount.ContainsKey(parent))
                {
                    parentsCount.Add(parent, 1);
                }
                else if (parentsCount[parent] > 1)
                {
                    return true;
                }
                else
                {
                    parentsCount[parent]++;
                }

                if (!children.Contains(child))
                {
                    children.Add(child);
                }
                else
                {
                    return true;
                }

                return false;
            }) ? ""false"" : ""true"";
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,Male
407,407,407,407,407,BeshoyYoussef,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/BeshoyYoussef.jpg,/profile/BeshoyYoussef,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;
using System.Linq;
class MainClass {

  public static string TreeConstructor(string[] strArr) {

    // code goes here  
    string _result = ""true"";
          
         List<string> _strCheck = new List<string>();
            foreach (var item in strArr)
            {
                string _strRemove1 = item.Remove(0,1);
             string[] _strArry1 = _strRemove1.Remove(_strRemove1.Length - 1,1).Split(','); //Split(',');
                _strCheck.Add(_strArry1[1]);
                var q = (from x in _strCheck
                        group x by x into g
                        let count = g.Count()
                        orderby count descending
                        select new { Value = g.Key, Count = count }).FirstOrDefault();
                if (q.Count > 2)
                {
                    _result = ""false"";
                }
            }
            return _result;


  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",9,0,Female
408,408,408,408,408,brrrr,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/brrrr.jpg,/profile/brrrr,Tree Constructor,Csharp,"using System;
using System.Linq;
using System.Collections.Generic;

class MainClass {
  public class Node{
    public Node left,right;
    public int Key;
    public Node(int key)
    {
      Key=key;
    }
  }

  public static string TreeConstructor(string[] strArr) {

    // code goes here  
    List<Node> nodes = new List<Node>();
    foreach(string branch in strArr)
    {
      string[] keyvaluepair = branch.Split(new char[]{',','(',')'},StringSplitOptions.RemoveEmptyEntries);
      Int32.TryParse(keyvaluepair[0].Trim(), out int child);
      Int32.TryParse(keyvaluepair[1].Trim(), out int parent);
      
        Node newNode = new Node(child);
      if(!nodes.Any(x=>x.Key == parent))
      {
        nodes.Add(new Node(parent){left = newNode});
        continue;
      }
      Node n = nodes.First(x=>x.Key == parent);
      if(n.right != null)
        return ""false"";
      if(n.left.Key > child)
        {
            n.right = n.left;
            n.left = newNode;
        }
        else
          n.right = newNode;
    }
    return ""true"";

  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",9,0,Female
409,409,409,409,409,drewhaller,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/drewhaller.jpg,/profile/drewhaller,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;

class MainClass {

	public static string TreeConstructor(string[] strArr)
	{

		Dictionary<string, Node> NodeList = new Dictionary<string, Node>();
		for (int i = 0; i < strArr.Length; i++)
		{
			var elem = strArr[i];
			var pair = elem.Replace(""("", """").Replace("")"", """");
			if (!pair.Contains("","")) return ""false"";
			var vals = pair.Split(',');

			var c = vals[0];
			var p = vals[1];
			Node cNode = null;
			Node pNode = null;
			if (!NodeList.ContainsKey(c))
			{
				cNode = new Node();
				NodeList.Add(c,cNode);
				cNode.Value = c;
			}
			else
			{
				cNode = NodeList[c];
			}

			if (!NodeList.ContainsKey(p))
			{
				pNode = new Node();
				NodeList.Add(p, pNode);
				pNode.Value = p;
			}
			else
			{
				pNode = NodeList[p];
			}

			if (pNode.Left == null)
			{
				pNode.Left = cNode;
			}
			else if (pNode.Right == null)
			{
				pNode.Right = cNode;
			}
			else
			{
				return ""false"";
			}

		}
			return ""true"";

	}


  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 
  
  class Node {
    public string Value;
    public Node Left;
    public Node Right;
 }

}",9,0,Male
410,410,410,410,410,verorc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/verorc.jpg,/profile/verorc,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;
using System.Linq;

class MainClass {

  public static string TreeConstructor(string[] strArr) {
    var parents = new Dictionary<int, int>();
    var childs = new Dictionary<int, int>();
    foreach(var item in strArr)
    {
      var it = item.Replace(""("","""").Replace("")"","""").Split("","");      
      int parent = Int32.Parse(it[1]);
      int child = Int32.Parse(it[0]);
      if(parents.ContainsKey(parent)){
        parents[parent] += 1;
        if(parents[parent] > 2)
        return ""false"";
      }
      else
      {
        parents.Add(parent, 1);
      }

      if(childs.ContainsKey(child))
      {
        return ""false"";
      }
      else
      {
        childs.Add(child,1);
      }
    }
    return ""true"";
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,Male
411,411,411,411,411,sreecoderbyte,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/sreecoderbyte.jpg,/profile/sreecoderbyte,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;
using System.Text.RegularExpressions;

class MainClass {

  public static string TreeConstructor(string[] strArr) {

    var childDict = new Dictionary<string, int>();
    var parentDict = new Dictionary<string, int>();

    foreach(string s in strArr){
      string[] str = Regex.Replace(s, @""[^\d,]"", string.Empty).Split(','); 
      string childNode = str[0];
      string parentNode = str[1];

      if(childDict.ContainsKey(childNode)){
        childDict[childNode]++;
        if (childDict[childNode] > 1)
          return ""false"";
      }
      else
        childDict.Add(childNode, 1);
      
      if(parentDict.ContainsKey(parentNode)){
        parentDict[parentNode]++;
        if (parentDict[parentNode] > 2)
          return ""false"";
      }
      else
        parentDict.Add(parentNode, 1);
    } 

    return ""true"";

  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,Female
412,412,412,412,412,YuRayne,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/YuRayne.jpg,/profile/YuRayne,Tree Constructor,Csharp,"using System;

class MainClass {

  public static string TreeConstructor(string[] strArr) {

    // code goes here  
    for (int i = 0; i < strArr.Length; i++)
    {
      string[] currentPair = strArr[i].Split(new char[] { '(', ',', ')' }, StringSplitOptions.RemoveEmptyEntries);
      int childCount = 1;

      for (int j = i + 1; j < strArr.Length; j++)
      {
        string[] pair = strArr[j].Split(new char[] { '(', ',', ')' }, StringSplitOptions.RemoveEmptyEntries);

        if (int.Parse(currentPair[0]) == int.Parse(pair[0]))    // if a child has only one parent
          return ""false"";

        if (int.Parse(currentPair[1]) == int.Parse(pair[1]))    // if a parent has not more than 2 children
        {
          childCount++;
          if (childCount > 2)
            return ""false"";
        }
      }
    }

    return ""true"";
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,Female
413,413,413,413,413,kshannon7,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kshannon7.jpg,/profile/kshannon7,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;
using System.Text.RegularExpressions;



class MainClass {

  public static string TreeConstructor(string[] strArr) {
    /*
      1. Parents must have at most 2 children. parents = {parents[child1, child2]};
      2. Children must have at most parent. children = {child, parent};
      3. Iterate through strArr to see if conditions remain true; 
    */
    var pDict = new Dictionary<string,int>();
    var cDict = new Dictionary<string,int>();

    foreach(string s in strArr)
    {
      var holder = Regex.Replace(s, @""[^\d,]"", string.Empty).Split(','); 
      var childNode = holder[0];
      var parentNode = holder[1];

      if(pDict.ContainsKey(parentNode))
      {
          pDict[parentNode]++;
          if(pDict[parentNode] > 2)
          {return ""false"";}
      }
      else
      {
          pDict.Add(parentNode, 1);
      }

      if(cDict.ContainsKey(childNode))
      {
          cDict[childNode]++;
          if(cDict[childNode] > 1)
          {return ""false"";}
      }
      else
      {
          cDict.Add(childNode, 1);
      }
    }

    return ""true"";

  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,Female
414,414,414,414,414,rainerlg90,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/rainerlg90.jpg,/profile/rainerlg90,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;
using System.Text.RegularExpressions;

class MainClass {

  public static string TreeConstructor(string[] strArr) {

    var cDict = new Dictionary<string, int>();
    var pDict = new Dictionary<string, int>();

    foreach(string s in strArr){
      string[] str = Regex.Replace(s, @""[^\d,]"", string.Empty).Split(','); 
      string cNode = str[0];
      string pNode = str[1];

      if(cDict.ContainsKey(cNode)){
        cDict[cNode]++;
        if (cDict[cNode] > 1)
          return ""false"";
      }
      else
        cDict.Add(cNode, 1);
      
      if(pDict.ContainsKey(pNode)){
        pDict[pNode]++;
        if (pDict[pNode] > 2)
          return ""false"";
      }
      else
        pDict.Add(pNode, 1);
    } 

    return ""true"";

  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,Male
415,415,415,415,415,AlexanderMeier,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/AlexanderMeier.jpg,/profile/AlexanderMeier,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;
using System.Linq;

class MainClass {

  public static string TreeConstructor(string[] strArr) {
    Dictionary<int,Node> nodes = new Dictionary<int,Node>();
    foreach(string str in strArr)
    {
      int[] parts = str.Substring(1, str.Length-2).Split(',').Select(int.Parse).ToArray();
      if(!nodes.TryGetValue(parts[1], out Node cParentNode))
      {
         cParentNode = new Node();
         nodes[parts[1]] = cParentNode;
      }
      cParentNode.ChildCount++;
      if(!nodes.TryGetValue(parts[0], out Node cChildNode))
      {
        cChildNode = new Node();
        nodes[parts[0]] = cChildNode;
      }
      else if (cChildNode.Parent != null && cChildNode.Parent != cParentNode)
      {
        return ""false"";
      }
      cChildNode.Parent = cParentNode;
    }
    int iRootCount=0;
    foreach (var cNode in nodes.Values)
    {
      if(cNode.ChildCount>2) return ""false"";
      if(cNode.Parent == null) iRootCount++;
    }
    if(iRootCount == 1) return ""true"";
    return ""false"";
  }

  public class Node
  {
    public Node Parent  {get;set;}
    public int ChildCount {get;set;}
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,Male
416,416,416,416,416,kadaj,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kadaj.jpg,/profile/kadaj,Tree Constructor,Csharp,"using System;
using System.Linq;
using System.Collections.Generic;

class MainClass {

  public static string TreeConstructor(string[] strArr) {
    var formatted = strArr
      .Select(s => s.Replace(""("", string.Empty).Replace("")"", string.Empty))
      .Select(s => s.Split(','))
      .Select(s => new {
        child = int.Parse(s[0].ToString()),
        parent = int.Parse(s[1].ToString())
      }).ToList();

    if (formatted.Select(p => p.child).Distinct().Count() != formatted.Count)
    {
      return ""false"";
    }
    
    var parents = new Dictionary<int, int>(formatted.Select(f => f.parent).Distinct().Select(f => new KeyValuePair<int, int>(f, 0)));
    
    foreach(var t in formatted)
    {
      parents[t.parent]++;
    }

    if (parents.Any(p => p.Value > 2))
    {
      return ""false"";
    }

    return ""true"";
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,Female
417,417,417,417,417,shyhxiang,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/shyhxiang.jpg,/profile/shyhxiang,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;

class MainClass {

  public static string TreeConstructor(string[] strArr) {
    var parent = new Dictionary<int, List<int>>();
    var child = new Dictionary<int, int>();

    foreach(string s in strArr)
    {
      var trimBracket = s.Replace(""("","""").Replace("")"","""");
      var values = trimBracket.Split("","");

      int cVal = Convert.ToInt32(values[0]);
      int pVal = Convert.ToInt32(values[1]);

      if(child.ContainsKey(cVal) && child[cVal] != pVal)
        return ""false"";

      if(parent.ContainsKey(pVal))
      {
        var existChildren = parent[pVal];
        if(existChildren.Count == 2 && !existChildren.Contains(cVal))
          return ""false"";
      }

      child[cVal] = pVal;

      if(!parent.ContainsKey(pVal))
          parent[pVal] = new List<int>();

      List<int> valueChildren= parent[pVal];
      if(!valueChildren.Contains(cVal))
        valueChildren.Add(cVal);
    }
 
    return ""true"";
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",10,0,
418,418,418,418,418,GiLb3rTh,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/GiLb3rTh.jpg,/profile/GiLb3rTh,Tree Constructor,Csharp,"using System;
using System.Linq;
using System.Collections.Generic;

class MainClass {

  public static string TreeConstructor(string[] strArr) {
    Dictionary<string, int> parentsOnly = new Dictionary<string, int>();

      for (int i = 0; i < strArr.Length; i++)
      {
          var parent = strArr[i].Split(',')[1].Substring(0, 1);

          if (!parentsOnly.ContainsKey(parent))
          {
              parentsOnly.Add(parent, 1);
          }
          else
          {
              parentsOnly[parent] += 1;
          }
      }

      return (!parentsOnly.Values.Any(x => x > 2)).ToString().ToLower();
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",9,0,Male
419,419,419,419,419,IvyAjanga,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/IvyAjanga.jpg,/profile/IvyAjanga,Tree Constructor,Csharp,"using System;
using System.Collections.Generic;
class MainClass {

  public static string TreeConstructor(string[] strArr) {

    //split the string where there is a comma and store as nodes
    //store parent as nodes[1]
    //create a hashtable and add parent
    //if parent appears more than two times
    //return false
    string result =""true"";
    Dictionary<string, int> store = new Dictionary<string, int>();
    foreach(var item in strArr)
    {
      string [] toSplit = item.Split("","");
      string parent = toSplit[1];
      if(!store.ContainsKey(parent))
      {
        store.Add(parent,1);
        store[parent]=1;
      }
      else
      {
        store[parent] += 1;
      }
      if(store[parent]>2)
      {
        result =""false"";
      }
      else
      {
        result =""true"";
      }
    }
    
    return result;

  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(TreeConstructor(Console.ReadLine()));
  } 

}",9,0,Female
